order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,payment_sequential,payment_type,payment_installments,payment_value,review_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,product_category_name,product_name_length,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,seller_zip_code_prefix,seller_city,seller_state,day_of_week_int,hour,month,year,date,delivery_time,simplified_category,month_year,review_comment_message_clean,review_comment_message_tokens,review_comment_message_clean_sentiment
c8437ae2370954848655235ebb274b59,58d55fca78d596d757ae23b467860fd4,delivered,2018-08-04 10:42:49,2018-08-04 10:50:16,2018-08-06 15:17:00,2018-08-10 20:59:41,2018-08-16 00:00:00,1,995f41643437250fce96885e56dd05d3,a36b125ac6d5fdbc7f50de85c9157bdc,2018-08-09 10:50:16,44.99,12.98,1,credit_card,4,57.97,b12ecc5278a6196182f5c4ffe1a4973e,2,Produto inferior,"Produto inferior ao esperado. O mesmo foi comprado em mente a se obter o original do Google, não uma replica mal feita. 

Sem mais

Luis Fernando Brandao",2018-08-11 00:00:00,2018-08-14 10:57:46,telefonia,57.0,3923.0,4.0,150.0,20.0,10.0,15.0,12b946f9fca2750789b70d43cb8a15b0,13033,campinas,SP,14020,ribeirao preto,SP,6,10,8,2018,2018-08,6.0,telefonia,2018-08,produto inferior esperado comprado mente obter original google replica mal feita luis fernando brandao,"['produto', 'inferior', 'esperado', 'comprado', 'mente', 'obter', 'original', 'google', 'replica', 'mal', 'feita', 'luis', 'fernando', 'brandao']",Negative
41948e7b013201d8f4f7da938bfa7fd6,994e7d02dc2f02ca85fa9e819f2c4d85,delivered,2018-07-30 16:12:47,2018-07-30 19:31:37,2018-08-01 13:51:00,2018-08-07 00:52:39,2018-08-15 00:00:00,1,703d742887bb9267f89b675608ba7aa0,640e21a7d01df7614a3b4923e990d40c,2018-08-01 17:05:16,56.1,19.58,1,credit_card,2,75.68,b0baf7b354d01ab0dfbc1f006254fe05,5,Atendimento perfeito,A encomenda chegou certinha e antes do prazo previsto. Recomendo! ,2018-08-07 00:00:00,2018-08-08 00:07:46,cama_mesa_banho,35.0,509.0,2.0,950.0,35.0,6.0,45.0,1f16347ffdba1e1e559fcbf1498b305d,24340,niteroi,RJ,14940,ibitinga,SP,1,16,7,2018,2018-07,7.0,cama_mesa_banho,2018-07,encomenda chegou certinha antes prazo previsto recomendo,"['encomenda', 'chegou', 'certinha', 'antes', 'prazo', 'previsto', 'recomendo']",Neutral
66349c255eb9d3c6dc26d8e36dbd83bf,a564fe760f592c19109251bee1a54b98,delivered,2018-05-13 21:17:18,2018-05-13 21:33:07,2018-05-17 15:06:00,2018-05-21 19:55:26,2018-06-04 00:00:00,1,4fe644d766c7566dbc46fb851363cb3b,c31eff8334d6b3047ed34bebd4d62c36,2018-05-20 21:31:20,79.9,12.26,1,credit_card,1,92.16,42ff0527e5fd2165882d6e3abf09cc09,4,Muito bom!,"São placas de MDF, mas as cores são vibrantes. Pelo preço é justo. Muito bom! ",2018-05-22 00:00:00,2018-05-25 00:45:57,artes,48.0,1232.0,1.0,1700.0,65.0,6.0,50.0,1474e23709be8984d45b7463c92746b1,31275,belo horizonte,MG,13322,salto,SP,7,21,5,2018,2018-05,7.0,other,2018-05,placas mdf cores vibrantes preço justo bom,"['placas', 'mdf', 'cores', 'vibrantes', 'preço', 'justo', 'bom']",Neutral
1c0fd29e6a54b2331357d1cdc6ccc375,a8de901d823613a32ea7587f0ed28fc4,delivered,2018-04-21 12:48:35,2018-04-24 17:31:05,2018-05-03 13:23:00,2018-05-08 20:56:48,2018-05-21 00:00:00,1,1bfb290d7273a442c874dbe74b4abae6,7c67e1448b00f6e969d365cea6b010ab,2018-05-07 13:31:24,69.99,48.62,1,credit_card,2,118.61,5c23397e6eec696a00a793d2d3b09f8d,5,Cadeira,Excelente qualidade do serviço e produto,2018-05-09 00:00:00,2018-05-10 01:54:44,moveis_escritorio,19.0,883.0,1.0,10075.0,55.0,64.0,26.0,1a8110261bcb472691f5bd23701cef3c,30870,belo horizonte,MG,8577,itaquaquecetuba,SP,6,12,4,2018,2018-04,17.0,other,2018-04,excelente qualidade serviço produto,"['excelente', 'qualidade', 'serviço', 'produto']",Neutral
e4e28f77bd50442ca9e5d0b0fd55c7bc,c7dec618e4985d345609d98e43240ce6,delivered,2018-08-19 12:33:05,2018-08-20 11:35:17,2018-08-20 12:34:00,2018-08-23 18:58:55,2018-08-31 00:00:00,1,2d4b08af04c0467f37569071672ce199,d79e8478eed9999493990b44955fb22e,2018-08-22 11:35:17,109.9,15.87,1,credit_card,6,125.77,e50dcf17328c591faa7aa524cf4e4a3e,5,super recomendo,"produto entregue no prazo e muito bem embalado como de costume
sem duvida eu recomendo",2018-08-24 00:00:00,2018-09-08 17:29:45,informatica_acessorios,46.0,1228.0,5.0,150.0,28.0,14.0,14.0,f2b9c7bc1551f6b12ae7581d792da02e,13348,indaiatuba,SP,20081,rio de janeiro / rio de janeiro,RJ,7,12,8,2018,2018-08,4.0,informatica_acessorios,2018-08,produto entregue prazo bem embalado costume duvida recomendo,"['produto', 'entregue', 'prazo', 'bem', 'embalado', 'costume', 'duvida', 'recomendo']",Neutral
9dcd7a1aafd5c28e17364a7f52ede762,656a9fd1bef518174034482b2af7fa50,delivered,2018-05-04 08:42:28,2018-05-04 08:55:20,2018-05-04 14:12:00,2018-05-08 20:18:57,2018-05-25 00:00:00,1,677d8ace413e0060fa8686cde56eaf10,d921b68bf747894be13a97ae52b0f386,2018-05-10 08:55:20,225.0,19.45,1,credit_card,3,244.45,f6f6bc15572101b4e6d44aea2e59f26a,5,Lindo,"Eh lindo, adorei
Veio super rápido 
Recomendo ",2018-05-09 00:00:00,2018-05-10 03:33:06,relogios_presentes,54.0,619.0,1.0,303.0,19.0,11.0,16.0,9c92cef275f17ce9e296b722fdc5465f,18590,bofete,SP,35570,formiga,MG,5,8,5,2018,2018-05,4.0,relogios_presentes,2018-05,eh lindo adorei veio super rápido recomendo,"['eh', 'lindo', 'adorei', 'veio', 'super', 'rápido', 'recomendo']",Positive
1342ab50383d7471a3bfd75ca93d38d6,a31f3b93bfe2d5bd18745603e3e537c5,delivered,2018-08-23 14:56:46,2018-08-23 15:45:06,2018-08-24 11:59:00,2018-08-30 15:06:32,2018-08-31 00:00:00,1,10b930e4c15b5f8e6b7c8c7e17ac776b,5656537e588803a555b8eb41f07a944b,2018-08-27 15:31:23,49.89,17.28,1,credit_card,1,67.17,b9019922f0d30bb0d9dfe588cad9f0b0,5,recomendo,produto entregue dentro do prazo e em perfeitas condições.Nota 1000,2018-08-31 00:00:00,2018-09-04 12:52:43,consoles_games,37.0,360.0,2.0,450.0,19.0,15.0,15.0,083ce299ea3fc1eba79bd0b17f64555b,4119,sao paulo,SP,72015,brasilia,DF,4,14,8,2018,2018-08,7.0,other,2018-08,produto entregue dentro prazo perfeitas condiçõesnota 1000,"['produto', 'entregue', 'dentro', 'prazo', 'perfeitas', 'condiçõesnota', '1000']",Neutral
79363f9fc08a1bbeaf0964557a3f2db7,9602ae4aed9c7e5a1c9d07548424a77a,delivered,2018-06-19 08:06:29,2018-06-19 08:16:34,2018-06-21 16:08:00,2018-06-26 14:02:49,2018-07-17 00:00:00,1,f20135d2d37130bbd6a2a9fa2e501e8f,b561927807645834b59ef0d16ba55a24,2018-06-25 08:16:34,55.0,18.49,1,credit_card,1,73.49,c4d7a385107ab8354c7a40a341f17c81,5,Satisfeita,"Entregou no prazo, bem embalado. ",2018-06-27 00:00:00,2018-06-27 17:50:08,artes,28.0,1134.0,1.0,350.0,16.0,6.0,11.0,bca836e662fb10719e759ecd5baf573e,39401,montes claros,MG,2955,sao paulo,SP,2,8,6,2018,2018-06,7.0,other,2018-06,entregou prazo bem embalado,"['entregou', 'prazo', 'bem', 'embalado']",Neutral
43050a51a257b17d51295e07650cb654,46eedac9adabcbc4e00c33f104651b31,delivered,2018-08-16 00:10:18,2018-08-17 04:09:47,2018-08-17 15:02:00,2018-08-22 15:52:34,2018-08-27 00:00:00,1,5403528d987ad26e8d7cb25940411987,6560211a19b47992c3666cc44a7e94c0,2018-08-21 04:09:47,49.0,7.6,1,boleto,1,56.6,b396ba75350276a6cc1993b6627dceea,1,Lamenetável...,"Boa Noite

é lamentável, esta loja que tantas compras eu ja fiz e hoje não me da satisfação sequer de um relógio na importância de 50,00 reais ... um produto com defeito e até agora não me deu retor",2018-08-23 00:00:00,2018-08-30 03:02:39,relogios_presentes,58.0,600.0,3.0,250.0,16.0,2.0,11.0,43fe8326b27663855afa3b0c49acee63,18114,votorantim,SP,5849,sao paulo,SP,4,0,8,2018,2018-08,6.0,relogios_presentes,2018-08,boa noite lamentável loja tantas compras ja fiz hoje satisfação sequer relógio importância 5000 reais produto defeito agora deu retor,"['boa', 'noite', 'lamentável', 'loja', 'tantas', 'compras', 'ja', 'fiz', 'hoje', 'satisfação', 'sequer', 'relógio', 'importância', '5000', 'reais', 'produto', 'defeito', 'agora', 'deu', 'retor']",Neutral
d071b7bd406df53883553c4eceb94936,8366f6a3bb6a89d07739536e2005cf24,delivered,2018-05-07 16:27:09,2018-05-07 17:56:13,2018-05-09 14:18:00,2018-05-14 19:28:27,2018-05-23 00:00:00,1,70dfaa15ff6214af572bcf8372986f25,f61c63d13f7cd800549d5acdd390ae72,2018-05-11 17:56:13,430.0,15.45,1,credit_card,6,445.45,15532b0ecbca34df4c857825933fc080,4,Ótimo,"Entregaram no prazo certo, o produto muito bom recomendo o vendedor.",2018-05-15 00:00:00,2018-05-15 23:41:01,telefonia,58.0,1147.0,1.0,350.0,16.0,7.0,11.0,be4cb19272858d959b1f4738e8669150,4087,sao paulo,SP,18185,pilar do sul,SP,1,16,5,2018,2018-05,7.0,telefonia,2018-05,entregaram prazo certo produto bom recomendo vendedor,"['entregaram', 'prazo', 'certo', 'produto', 'bom', 'recomendo', 'vendedor']",Neutral
5f15f0c533a12e29594c41ac50ce1379,9f07fee56d107e6f9f3eef24677103a3,delivered,2018-06-05 10:22:28,2018-06-05 19:54:51,2018-06-11 12:23:00,2018-06-25 20:37:47,2018-07-19 00:00:00,1,2f3fb365f563d28cb30f34eea6f47e72,96493fab2fbb13a14d0c0e8772eef5c3,2018-06-13 19:54:51,399.0,54.92,1,credit_card,2,453.92,14bf29f4195f56fccefb4a2167f24c12,5,super recomendada,"Produto em timo estado, muito legal",2018-06-26 00:00:00,2018-06-26 23:59:06,informatica_acessorios,45.0,492.0,1.0,200.0,18.0,9.0,16.0,b6aa9b6f19ee605f39a01afa2649ce05,65320,vitorino freire,MA,5537,sao paulo,SP,2,10,6,2018,2018-06,20.0,informatica_acessorios,2018-06,produto timo estado legal,"['produto', 'timo', 'estado', 'legal']",Positive
baa1cc285dc359539824dcc3d6799044,77bc6647d4153a4c9c2e74549dd1629c,delivered,2018-07-20 20:10:49,2018-07-21 15:50:15,2018-07-24 09:05:00,2018-07-31 21:32:40,2018-08-08 00:00:00,1,7b1f2b12d9bcca133f8df7a53b55db6e,f46490624488d3ff7ce78613913a7711,2018-07-27 15:50:15,197.9,24.15,1,credit_card,3,222.05,6bc7d7ca18e817c62eba3fbb2adc5ad0,1,Produto falsificado ,O meu produto veio falsificado . o passo 2 da progressiva veio quebrado . ,2018-08-01 00:00:00,2018-08-02 13:01:21,beleza_saude,53.0,1212.0,1.0,3800.0,23.0,23.0,23.0,a4eec4ef7d6c7a0f6f6256a9d53fc197,32604,betim,MG,7194,guarulhos,SP,5,20,7,2018,2018-07,11.0,beleza_saude,2018-07,produto veio falsificado passo 2 progressiva veio quebrado,"['produto', 'veio', 'falsificado', 'passo', '2', 'progressiva', 'veio', 'quebrado']",Neutral
e3fa8bf19ae531c5ef5ae2264ca360dc,777bb66716129da5ee0856a1478ee855,delivered,2018-05-13 23:03:15,2018-05-13 23:34:06,2018-05-14 11:47:00,2018-05-29 15:59:01,2018-06-07 00:00:00,1,2b4042dfabc3fe9d3f16951a8e1a3b70,3d8fa2f5b647373c8620330c4e077a9f,2018-05-17 23:30:56,69.99,19.46,1,credit_card,8,89.45,37f8adb4d0404393da5930c9bc40751b,3,Só limpeza leve,O produto só serve para limpar poeira e pelos de animal e o ruim é que o cabo fica soltando porque a rosca veio sem encaixar direito,2018-05-30 00:00:00,2018-05-30 19:52:41,utilidades_domesticas,56.0,623.0,3.0,900.0,38.0,9.0,21.0,406be519eb0e8e09692ddbe0a551eee1,27916,macae,RJ,3031,sao paulo,SP,7,23,5,2018,2018-05,15.0,utilidades_domesticas,2018-05,produto serve limpar poeira animal ruim cabo fica soltando porque rosca veio encaixar direito,"['produto', 'serve', 'limpar', 'poeira', 'animal', 'ruim', 'cabo', 'fica', 'soltando', 'porque', 'rosca', 'veio', 'encaixar', 'direito']",Neutral
1544633fddddf3dd98fd5e9eaeb01b4d,7d3be011d4a41aacfcdc7399e67d15df,delivered,2018-08-03 10:17:53,2018-08-04 04:10:24,2018-08-10 14:42:00,2018-08-14 10:31:41,2018-08-15 00:00:00,1,fa157aa51a996cc533b9048c3c8118a0,2379bdc3888025689a9deb7b141507d5,2018-08-09 04:10:24,175.0,13.89,1,boleto,1,188.89,e4729d191f294a07d82db703cd203aad,5,Otimooooo,"Recomendo 
Muito bom ",2018-08-15 00:00:00,2018-08-15 13:56:29,perfumaria,37.0,431.0,1.0,200.0,20.0,10.0,15.0,51ab4a2e23374ebf348c61ddde74cdc3,15980,dobrada,SP,13806,mogi mirim,SP,5,10,8,2018,2018-08,11.0,perfumaria,2018-08,recomendo bom,"['recomendo', 'bom']",Neutral
9b2219c364534d3bc6d3e82b1db3c37d,287d466084573ecace619577f69640b2,delivered,2018-05-29 18:43:17,2018-05-30 18:55:19,2018-06-01 14:45:00,2018-06-04 13:42:12,2018-06-21 00:00:00,1,e85d91619b497e98754390b6198a9818,4b9750c8ad28220fe6702d4ecb7c898f,2018-06-07 18:55:19,134.9,9.68,1,credit_card,2,144.58,9c4b88d123dda47a6374960bbe488801,3,boa,o unico prolema q o produto não veio com manual de instruções,2018-06-05 00:00:00,2018-06-06 20:22:46,bebes,56.0,624.0,2.0,700.0,24.0,14.0,18.0,db32340102466e6cac3436dfd4bf1cbc,3046,sao paulo,SP,13484,limeira,SP,2,18,5,2018,2018-05,5.0,bebes,2018-05,unico prolema q produto veio manual instruções,"['unico', 'prolema', 'q', 'produto', 'veio', 'manual', 'instruções']",Neutral
1dbf0806fc07152b9dc46b352e62c8b8,3ece126104ef8d177500f2766874db55,delivered,2018-06-02 14:22:33,2018-06-02 14:35:08,2018-06-11 13:24:00,2018-06-14 19:48:30,2018-07-12 00:00:00,1,32943921f52ed83f1af15db364dbcc2b,cbf09e831b0c11f6f23ffb51004db972,2018-06-11 14:30:47,509.0,91.13,1,credit_card,10,600.13,cb5f3c38c1fd79594601cfe760a75b72,3,"Produto Ok, entrega não","O produto chegou em perfeitas condições, o site lannister.com provou mais uma vez ser confiável. Contudo, houve atraso de 3 dias na entrega (considerando o prazo fornecido pelo próprio site).",2018-06-15 00:00:00,2018-06-16 00:16:24,moveis_cozinha_area_de_servico_jantar_e_jardim,54.0,695.0,6.0,21150.0,55.0,49.0,47.0,fda4a17a661207ac8343bb4ad50399b4,33400,lagoa santa,MG,9726,sbc/sp,SP,6,14,6,2018,2018-06,12.0,other,2018-06,produto chegou perfeitas condições site lannistercom provou vez confiável contudo atraso 3 dias entrega considerando prazo fornecido próprio site,"['produto', 'chegou', 'perfeitas', 'condições', 'site', 'lannistercom', 'provou', 'vez', 'confiável', 'contudo', 'atraso', '3', 'dias', 'entrega', 'considerando', 'prazo', 'fornecido', 'próprio', 'site']",Neutral
05c32785b5245ab31eb5bc6b0d41f698,e07f0f4cab25170d8b2d28cf80a38370,delivered,2018-05-12 22:16:52,2018-05-12 22:36:23,2018-05-15 13:46:00,2018-06-05 00:24:51,2018-06-27 00:00:00,1,ef854c7d98d5eba672287b0a9d37075b,455c5640e8c5bd1b2ee85c0158f85727,2018-05-24 22:30:53,1990.0,125.05,1,credit_card,10,2115.05,af2cefe76aab39b87781c8e7b71c3d57,4,bom,"Só fiquei chateado porque ele estava 2000 , quando eu comprei , depois ele foi para 1.690
da próxima vez poderia me da um desconto.
",2018-06-06 00:00:00,2018-06-07 22:58:43,instrumentos_musicais,58.0,815.0,8.0,18600.0,100.0,15.0,50.0,87566fe4966777f59b86e1313f177587,35603,araujos,MG,89128,luiz alves,SC,6,22,5,2018,2018-05,23.0,other,2018-05,fiquei chateado porque 2000 comprei 1690 próxima vez poderia desconto,"['fiquei', 'chateado', 'porque', '2000', 'comprei', '1690', 'próxima', 'vez', 'poderia', 'desconto']",Neutral
